GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
728524	8.11e-01	7.35e-01	0.47	-0.338325	-0.1589029	25.21	SPDYE8	speedy/RINGO cell cycle regulator family member E8
100874120	8.11e-01	7.35e-01	0.661	-0.338164	-0.2235958	10.99	ZNF630-AS1	ZNF630 antisense RNA 1
953	8.11e-01	7.35e-01	0.273	-0.338046	-0.0922066	931.26	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
647042	8.11e-01	7.35e-01	0.592	0.33802	0.2002471	19.23	GOLGA6L10	golgin A6 family like 10
220323	8.11e-01	7.35e-01	0.462	-0.337928	-0.1561464	1172.51	OAF	out at first homolog
64963	8.11e-01	7.36e-01	0.194	-0.33773	-0.0653694	1034.75	MRPS11	mitochondrial ribosomal protein S11
101927756	8.11e-01	7.36e-01	0.626	-0.337599	-0.2112631	22.65	LOC101927756	uncharacterized LOC101927756
10352	8.11e-01	7.36e-01	0.282	-0.337382	-0.0950763	582.26	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
50804	8.11e-01	7.36e-01	0.216	0.33734	0.072821	446.62	MYEF2	myelin expression factor 2
1611	8.11e-01	7.36e-01	0.2	-0.337127	-0.0674593	4974.66	DAP	death associated protein
23157	8.11e-01	7.36e-01	0.354	0.337124	0.1193465	2236.13	SEPTIN6	septin 6
5826	8.11e-01	7.36e-01	0.268	-0.337025	-0.0901989	1712.46	ABCD4	ATP binding cassette subfamily D member 4
11196	8.12e-01	7.37e-01	0.254	0.336389	0.085392	2821.33	SEC23IP	SEC23 interacting protein
54973	8.12e-01	7.37e-01	0.249	-0.336168	-0.0838346	1962.1	INTS11	integrator complex subunit 11
100189373	8.12e-01	7.37e-01	0.754	-0.335969	-0.2531846	8.24	TRV-CAC1-1	tRNA-Val (anticodon CAC) 1-1
100873941	8.12e-01	7.37e-01	0.508	-0.335898	-0.1706465	166.81	OPA1-AS1	OPA1 antisense RNA 1
152992	8.12e-01	7.37e-01	0.319	0.335862	0.1070779	385.38	TRMT44	tRNA methyltransferase 44 homolog
115308161	8.12e-01	7.37e-01	0.419	0.335636	0.1405002	39.27	LOC115308161	uncharacterized LOC115308161
105376196	8.12e-01	7.37e-01	0.39	-0.335675	-0.1308935	51.18	LOC105376196	uncharacterized LOC105376196
100288730	8.12e-01	7.37e-01	0.432	-0.335553	-0.1450587	128.51	PAN3-AS1	PAN3 antisense RNA 1
79898	8.12e-01	7.37e-01	0.258	0.335312	0.0865527	363.5	ZNF613	zinc finger protein 613
136263	8.12e-01	7.37e-01	0.837	-0.335248	-0.2806012	9.48	SSMEM1	serine rich single-pass membrane protein 1
107985241	8.12e-01	7.38e-01	0.416	-0.335152	-0.1395749	215.99	LOC107985241	uncharacterized LOC107985241
51204	8.12e-01	7.38e-01	0.211	-0.335055	-0.0706278	1026.76	TACO1	translational activator of cytochrome c oxidase I
100302182	8.12e-01	7.38e-01	0.612	-0.334945	-0.2050231	15.06	MIR1279	microRNA 1279
101926888	8.13e-01	7.38e-01	0.311	-0.334715	-0.1040574	63.06	RALY-AS1	RALY antisense RNA 1
100289580	8.13e-01	7.38e-01	0.626	-0.334048	-0.2089609	261.1	LOC100289580	uncharacterized LOC100289580
26817	8.13e-01	7.38e-01	0.686	0.334051	0.2293056	15.04	SNORD34	small nucleolar RNA, C/D box 34
337873	8.13e-01	7.38e-01	0.309	0.333938	0.1031636	67.34	H2BC20P	H2B clustered histone 20, pseudogene
124093	8.13e-01	7.39e-01	0.317	-0.333719	-0.1057281	175.61	CCDC78	coiled-coil domain containing 78
80264	8.13e-01	7.39e-01	0.249	-0.333568	-0.0831381	1135.52	ZNF430	zinc finger protein 430
4353	8.13e-01	7.39e-01	0.866	-0.333464	-0.2887013	9.7	MPO	myeloperoxidase
445	8.14e-01	7.39e-01	0.493	-0.332991	-0.1640228	7555.14	ASS1	argininosuccinate synthase 1
1408	8.14e-01	7.40e-01	0.188	0.332371	0.0624053	1429.47	CRY2	cryptochrome circadian regulator 2
56886	8.14e-01	7.40e-01	0.209	0.332027	0.0692909	8684.49	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
11319	8.14e-01	7.40e-01	0.182	0.331995	0.0605054	1125.55	ECD	ecdysoneless cell cycle regulator
100652853	8.15e-01	7.40e-01	0.812	-0.331421	-0.2692264	21.28	LINC01023	long intergenic non-protein coding RNA 1023
8858	8.15e-01	7.40e-01	0.761	0.331414	0.2522146	12.47	PROZ	protein Z, vitamin K dependent plasma glycoprotein
26098	8.15e-01	7.41e-01	0.295	-0.330902	-0.0977725	755.23	EDRF1	erythroid differentiation regulatory factor 1
80333	8.15e-01	7.41e-01	0.496	-0.330489	-0.1638961	23.97	KCNIP4	potassium voltage-gated channel interacting protein 4
439921	8.16e-01	7.41e-01	0.396	-0.330301	-0.1308686	1627.05	MXRA7	matrix remodeling associated 7
9103	8.16e-01	7.41e-01	0.364	-0.330031	-0.1202082	284.58	FCGR2C	Fc gamma receptor IIc (gene/pseudogene)
107984343	8.16e-01	7.41e-01	0.642	0.329952	0.2118469	240.39	LOC107984343	uncharacterized LOC107984343
53344	8.16e-01	7.42e-01	0.237	-0.329253	-0.0781831	283.27	CHIC1	cysteine rich hydrophobic domain 1
80232	8.16e-01	7.42e-01	0.185	-0.329169	-0.0607548	17471.45	WDR26	WD repeat domain 26
91782	8.17e-01	7.42e-01	0.214	-0.328841	-0.0704253	2551.49	CHMP7	charged multivesicular body protein 7
57577	8.17e-01	7.43e-01	0.315	0.328147	0.1035052	312.18	CCDC191	coiled-coil domain containing 191
200159	8.17e-01	7.43e-01	0.672	-0.328066	-0.2203293	10.79	C1orf100	chromosome 1 open reading frame 100
118881	8.17e-01	7.43e-01	0.297	0.328001	0.0973843	113.61	COMTD1	catechol-O-methyltransferase domain containing 1
54534	8.17e-01	7.43e-01	0.225	0.327703	0.0738122	1122.12	MRPL50	mitochondrial ribosomal protein L50
100847035	8.17e-01	7.43e-01	0.601	0.327468	0.1969137	14.8	MIR548AR	microRNA 548ar
89837	8.18e-01	7.43e-01	0.654	0.327361	0.2142225	22.46	ULK4P3	ULK4 pseudogene 3
387640	8.18e-01	7.43e-01	0.558	-0.327272	-0.1826365	428.98	SKIDA1	SKI/DACH domain containing 1
10985	8.18e-01	7.44e-01	0.444	-0.32705	-0.1451928	6283.59	GCN1	GCN1 activator of EIF2AK4
106635532	8.18e-01	7.44e-01	0.298	-0.326869	-0.0972671	1504.29	SNORA100	small nucleolar RNA, H/ACA box 100
91937	8.18e-01	7.44e-01	0.571	0.326826	0.1866427	43.18	TIMD4	T cell immunoglobulin and mucin domain containing 4
3480	8.18e-01	7.44e-01	0.338	-0.326791	-0.1104335	96.1	IGF1R	insulin like growth factor 1 receptor
55720	8.18e-01	7.44e-01	0.4	0.326764	0.1308473	1756.31	TSR1	TSR1 ribosome maturation factor
84299	8.18e-01	7.44e-01	0.372	-0.32665	-0.1216503	1430.44	MIEN1	migration and invasion enhancer 1
25912	8.18e-01	7.44e-01	0.202	-0.326507	-0.0659816	14543.59	C1orf43	chromosome 1 open reading frame 43
6455	8.18e-01	7.44e-01	0.275	0.326436	0.0898662	3137.77	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
84324	8.18e-01	7.45e-01	0.245	-0.32587	-0.0796772	1885.55	SARNP	SAP domain containing ribonucleoprotein
642402	8.19e-01	7.45e-01	0.901	-0.325061	-0.2927188	8.08	GOLGA6L17P	golgin A6 family like 17, pseudogene
3251	8.19e-01	7.45e-01	0.242	0.324615	0.0784456	1733.37	HPRT1	hypoxanthine phosphoribosyltransferase 1
100507250	8.19e-01	7.46e-01	0.514	0.324326	0.1667103	27	LOC100507250	uncharacterized LOC100507250
107984986	8.20e-01	7.46e-01	0.314	-0.324083	-0.1017305	125.92	LOC107984986	
23369	8.20e-01	7.46e-01	0.207	-0.323853	-0.0671266	6488.65	PUM2	pumilio RNA binding family member 2
105369779	8.20e-01	7.46e-01	0.354	-0.323736	-0.1146203	329.44	CD63-AS1	CD63 antisense RNA 1
22852	8.20e-01	7.46e-01	0.266	0.323599	0.0860578	612.55	ANKRD26	ankyrin repeat domain containing 26
125111	8.20e-01	7.46e-01	0.231	-0.323536	-0.0747536	410.36	GJD3	gap junction protein delta 3
50854	8.20e-01	7.46e-01	0.299	-0.323349	-0.0967746	5356.96	SNHG32	small nucleolar RNA host gene 32
375743	8.20e-01	7.47e-01	0.368	0.323233	0.1190586	1892.17	PTAR1	protein prenyltransferase alpha subunit repeat containing 1
388697	8.20e-01	7.47e-01	0.599	0.322964	0.1934504	16.56	HRNR	hornerin
2308	8.20e-01	7.47e-01	0.401	-0.322786	-0.1295802	393.34	FOXO1	forkhead box O1
23186	8.20e-01	7.47e-01	0.382	-0.322783	-0.1232481	4683.31	RCOR1	REST corepressor 1
374819	8.20e-01	7.47e-01	0.324	0.32274	0.1044121	632.37	LRRC37A3	leucine rich repeat containing 37 member A3
10159	8.20e-01	7.47e-01	0.222	0.322435	0.0715325	22129.33	ATP6AP2	ATPase H+ transporting accessory protein 2
25864	8.21e-01	7.47e-01	0.548	-0.322307	-0.1767719	355.65	ABHD14A	abhydrolase domain containing 14A
56954	8.21e-01	7.47e-01	0.245	0.322154	0.0788186	1158.42	NIT2	nitrilase family member 2
84226	8.21e-01	7.47e-01	0.316	0.32206	0.1018539	95.17	C2orf16	chromosome 2 open reading frame 16
2217	8.21e-01	7.47e-01	0.443	0.321977	0.1425617	23969.23	FCGRT	Fc gamma receptor and transporter
92482	8.21e-01	7.48e-01	0.392	-0.321658	-0.1261507	538.09	BBIP1	BBSome interacting protein 1
107985224	8.21e-01	7.48e-01	0.465	0.321342	0.1494726	119.73	LOC107985224	uncharacterized LOC107985224
6908	8.21e-01	7.48e-01	0.201	-0.321337	-0.064429	1456.07	TBP	TATA-box binding protein
375791	8.21e-01	7.48e-01	0.466	0.321376	0.1498497	34.41	CYSRT1	cysteine rich tail 1
4697	8.21e-01	7.48e-01	0.255	0.321129	0.0817455	5247.08	NDUFA4	NDUFA4 mitochondrial complex associated
150356	8.21e-01	7.48e-01	0.274	-0.320788	-0.0879575	174.15	CHADL	chondroadherin like
10785	8.21e-01	7.49e-01	0.566	-0.320592	-0.1814632	326.21	WDR4	WD repeat domain 4
101929174	8.22e-01	7.49e-01	0.366	0.320201	0.1171845	151.44	LOC101929174	uncharacterized LOC101929174
105180391	8.22e-01	7.49e-01	0.631	0.320086	0.2018297	13.98	SPDYE15	speedy/RINGO cell cycle regulator family member E15
1136	8.22e-01	7.49e-01	0.522	0.320054	0.1670943	24.12	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit
83983	8.22e-01	7.49e-01	0.299	0.319859	0.0957286	77.26	TSSK6	testis specific serine kinase 6
7053	8.22e-01	7.49e-01	0.517	-0.319821	-0.1652301	40.16	TGM3	transglutaminase 3
5387	8.22e-01	7.50e-01	0.252	0.319152	0.0804468	211.2	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3
1043	8.22e-01	7.50e-01	0.456	0.319063	0.1455445	3347.85	CD52	CD52 molecule
1956	8.22e-01	7.50e-01	0.766	0.319016	0.2442415	37.61	EGFR	epidermal growth factor receptor
9550	8.23e-01	7.50e-01	0.24	0.31884	0.0764434	3920.86	ATP6V1G1	ATPase H+ transporting V1 subunit G1
285527	8.23e-01	7.50e-01	0.363	-0.318697	-0.1157711	4543.94	FRYL	FRY like transcription coactivator
10632	8.23e-01	7.50e-01	0.33	0.318514	0.1051692	6282.25	ATP5MG	ATP synthase membrane subunit g
5912	8.23e-01	7.50e-01	0.4	-0.318215	-0.1273311	8776.79	RAP2B	RAP2B, member of RAS oncogene family
63895	8.23e-01	7.50e-01	0.491	0.318062	0.1561573	160.37	PIEZO2	piezo type mechanosensitive ion channel component 2
57822	8.23e-01	7.51e-01	0.605	0.317889	0.1922025	19.96	GRHL3	grainyhead like transcription factor 3
101927400	8.23e-01	7.51e-01	0.71	0.317803	0.2255235	13.21	LINC02966	long intergenic non-protein coding RNA 2966
6598	8.23e-01	7.51e-01	0.229	0.317389	0.0725863	3157.48	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
3074	8.24e-01	7.51e-01	0.396	-0.317113	-0.1257225	24497.28	HEXB	hexosaminidase subunit beta
7399	8.24e-01	7.52e-01	0.853	0.316646	0.270111	8.27	USH2A	usherin
26018	8.24e-01	7.52e-01	0.427	-0.316515	-0.1351024	953.27	LRIG1	leucine rich repeats and immunoglobulin like domains 1
100862671	8.24e-01	7.52e-01	0.303	-0.316549	-0.0957878	106.11	TMEM265	transmembrane protein 265
57584	8.24e-01	7.52e-01	0.302	0.316172	0.0953639	2920.41	ARHGAP21	Rho GTPase activating protein 21
283578	8.24e-01	7.52e-01	0.388	0.316222	0.122642	2010.19	TMED8	transmembrane p24 trafficking protein family member 8
10945	8.24e-01	7.52e-01	0.29	0.316129	0.0915837	9424.35	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1
107984839	8.24e-01	7.52e-01	0.367	0.316004	0.1160498	64.97	LOC107984839	uncharacterized LOC107984839
283130	8.24e-01	7.52e-01	0.391	-0.315915	-0.1236082	124.47	SLC25A45	solute carrier family 25 member 45
100861548	8.24e-01	7.52e-01	0.308	-0.315737	-0.0973904	2325.9	PINK1-AS	PINK1 antisense RNA
100130197	8.24e-01	7.52e-01	0.447	0.315711	0.1411841	283.44	EFCAB14-AS1	EFCAB14 antisense RNA 1
728558	8.24e-01	7.52e-01	0.332	0.315721	0.104778	83.74	ENTPD1-AS1	ENTPD1 antisense RNA 1
9098	8.24e-01	7.52e-01	0.535	-0.315658	-0.1689725	18.82	USP6	ubiquitin specific peptidase 6
105377994	8.25e-01	7.53e-01	0.715	0.315135	0.2253994	9.65	LOC105377994	uncharacterized LOC105377994
107987256	8.25e-01	7.53e-01	0.836	-0.315015	-0.2633041	14.9	LOC107987256	
105378949	8.25e-01	7.53e-01	0.767	-0.31483	-0.2413751	14.3	GNB1-DT	GNB1 divergent transcript
25759	8.25e-01	7.53e-01	0.346	0.314745	0.1089552	443.57	SHC2	SHC adaptor protein 2
7353	8.25e-01	7.53e-01	0.252	0.314702	0.0793843	2465.67	UFD1	ubiquitin recognition factor in ER associated degradation 1
60685	8.25e-01	7.53e-01	0.237	0.314518	0.074597	7896.64	ZFAND3	zinc finger AN1-type containing 3
439965	8.25e-01	7.53e-01	0.219	-0.314494	-0.0690128	743.75	SHLD2P3	shieldin complex subunit 2 pseudogene 3
25824	8.25e-01	7.53e-01	0.387	-0.314446	-0.1217833	3524.27	PRDX5	peroxiredoxin 5
100133121	8.25e-01	7.53e-01	0.494	-0.314338	-0.1553222	39.65	FAM27B	family with sequence similarity 27 member B
51750	8.25e-01	7.53e-01	0.363	-0.314256	-0.114023	746.11	RTEL1	regulator of telomere elongation helicase 1
84824	8.25e-01	7.54e-01	0.616	-0.313879	-0.1933767	372.82	FCRLA	Fc receptor like A
4267	8.25e-01	7.54e-01	0.486	0.313673	0.1525263	14996.6	CD99	CD99 molecule (Xg blood group)
3321	8.25e-01	7.54e-01	0.402	0.313513	0.1260661	256.05	IGSF3	immunoglobulin superfamily member 3
130733	8.25e-01	7.54e-01	0.398	0.313523	0.1246986	49.15	TMEM178A	transmembrane protein 178A
126298	8.25e-01	7.54e-01	0.396	0.313471	0.1242527	3368.86	IRGQ	immunity related GTPase Q
2212	8.26e-01	7.54e-01	0.654	0.31297	0.2045876	5043.67	FCGR2A	Fc gamma receptor IIa
1938	8.26e-01	7.55e-01	0.241	0.312461	0.0752781	74010.55	EEF2	eukaryotic translation elongation factor 2
100506023	8.26e-01	7.55e-01	0.432	-0.312347	-0.1350382	32.68	LOC100506023	uncharacterized LOC100506023
51531	8.27e-01	7.55e-01	0.211	0.311735	0.0657257	626.83	TRMO	tRNA methyltransferase O
10438	8.27e-01	7.55e-01	0.183	0.311587	0.0569902	1129.45	C1D	C1D nuclear receptor corepressor
348808	8.27e-01	7.55e-01	0.487	0.311529	0.1517095	28.39	NPHP3-AS1	NPHP3 antisense RNA 1
55327	8.27e-01	7.55e-01	0.224	0.311484	0.0698503	2149.8	LIN7C	lin-7 homolog C, crumbs cell polarity complex component
56901	8.27e-01	7.55e-01	0.572	0.311408	0.1781312	144.41	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2
55007	8.27e-01	7.56e-01	0.423	0.311259	0.1317774	1407.67	FAM118A	family with sequence similarity 118 member A
107984827	8.27e-01	7.56e-01	0.726	-0.31091	-0.2256088	10.43	LOC107984827	uncharacterized LOC107984827
692090	8.27e-01	7.56e-01	0.637	0.31072	0.1980562	13.61	SNORD59B	small nucleolar RNA, C/D box 59B
5033	8.27e-01	7.56e-01	0.235	0.310652	0.073101	3338.83	P4HA1	prolyl 4-hydroxylase subunit alpha 1
8539	8.27e-01	7.56e-01	0.219	-0.310577	-0.0681462	7378.92	API5	apoptosis inhibitor 5
64084	8.27e-01	7.56e-01	0.603	0.31035	0.1872768	2725.94	CLSTN2	calsyntenin 2
107984665	8.27e-01	7.56e-01	0.385	-0.310261	-0.119348	118.83	LOC107984665	
102465472	8.28e-01	7.57e-01	0.61	-0.310052	-0.1890231	17.29	MIR6787	microRNA 6787
8658	8.28e-01	7.57e-01	0.269	-0.309473	-0.0832781	3256.42	TNKS	tankyrase
121053	8.28e-01	7.57e-01	0.25	-0.309282	-0.077395	187.8	NOPCHAP1	NOP protein chaperone 1
348174	8.28e-01	7.57e-01	0.621	0.309277	0.1920656	18.83	CLEC18A	C-type lectin domain family 18 member A
109616991	8.28e-01	7.57e-01	0.757	-0.3092	-0.2341055	14.36	SNORD19C	small nucleolar RNA, C/D box 19C
101928378	8.28e-01	7.57e-01	0.22	-0.30912	-0.0680988	902.99	PTOV1-AS2	PTOV1 antisense RNA 2
284615	8.28e-01	7.57e-01	0.415	-0.308968	-0.1281366	44.99	ANKRD34A	ankyrin repeat domain 34A
107986578	8.28e-01	7.57e-01	0.373	0.308877	0.1153193	41.97	LOC107986578	uncharacterized LOC107986578
27072	8.28e-01	7.58e-01	0.256	-0.308706	-0.0788999	3145.4	VPS41	VPS41 subunit of HOPS complex
56967	8.28e-01	7.58e-01	0.865	0.308682	0.2670246	14.83	C14orf132	chromosome 14 open reading frame 132
539	8.28e-01	7.58e-01	0.312	-0.308636	-0.0964158	4693.08	ATP5PO	ATP synthase peripheral stalk subunit OSCP
9230	8.28e-01	7.58e-01	0.292	0.308436	0.0901465	2383.87	RAB11B	RAB11B, member RAS oncogene family
51374	8.28e-01	7.58e-01	0.392	-0.308231	-0.1209759	3343.42	ATRAID	all-trans retinoic acid induced differentiation factor
6689	8.28e-01	7.58e-01	0.618	0.308209	0.190392	77.47	SPIB	Spi-B transcription factor
112267941	8.29e-01	7.59e-01	0.326	0.307341	0.1002581	172.34	LOC112267941	
26046	8.29e-01	7.59e-01	0.35	0.307324	0.1075132	2682.08	LTN1	listerin E3 ubiquitin protein ligase 1
100129917	8.29e-01	7.59e-01	0.382	0.307031	0.1171448	165.92	PCGF3-AS1	PCGF3 antisense RNA 1
55806	8.29e-01	7.59e-01	0.743	0.30701	0.2281006	379.17	HR	HR lysine demethylase and nuclear receptor corepressor
160857	8.29e-01	7.59e-01	0.461	-0.306979	-0.1416487	703.76	CCDC122	coiled-coil domain containing 122
8882	8.29e-01	7.59e-01	0.38	0.306667	0.1166082	1862.62	ZPR1	ZPR1 zinc finger
100499405	8.29e-01	7.59e-01	0.324	-0.306618	-0.0993144	398.48	LINC00987	long intergenic non-protein coding RNA 987
9690	8.29e-01	7.59e-01	0.356	0.306489	0.1090377	4591.53	UBE3C	ubiquitin protein ligase E3C
2934	8.30e-01	7.60e-01	0.354	-0.305942	-0.1082559	48627.07	GSN	gelsolin
7136	8.30e-01	7.60e-01	0.484	-0.305712	-0.1479202	127.49	TNNI2	troponin I2, fast skeletal type
85407	8.30e-01	7.60e-01	0.235	-0.305706	-0.0719159	439.28	NKD1	NKD inhibitor of WNT signaling pathway 1
9770	8.30e-01	7.60e-01	0.411	-0.305496	-0.1254531	3508.12	RASSF2	Ras association domain family member 2
136227	8.30e-01	7.60e-01	0.578	-0.305142	-0.1762877	17.39	COL26A1	collagen type XXVI alpha 1 chain
105373774	8.31e-01	7.61e-01	0.638	-0.304728	-0.1945404	14.99	LOC105373774	
105376037	8.31e-01	7.61e-01	0.348	-0.304514	-0.1058575	47.71	LOC105376037	uncharacterized LOC105376037
1893	8.31e-01	7.61e-01	0.367	0.304401	0.1116568	10412.17	ECM1	extracellular matrix protein 1
27236	8.31e-01	7.61e-01	0.174	-0.303935	-0.0527857	1786.91	ARFIP1	ADP ribosylation factor interacting protein 1
26548	8.31e-01	7.61e-01	0.481	0.303581	0.1459399	60.13	ITGB1BP2	integrin subunit beta 1 binding protein 2
51125	8.31e-01	7.62e-01	0.257	-0.303472	-0.0780885	4135.64	GOLGA7	golgin A7
122618	8.32e-01	7.62e-01	0.531	-0.303387	-0.1610193	4989.69	PLD4	phospholipase D family member 4
54441	8.32e-01	7.62e-01	0.312	0.303246	0.0944663	484.82	STAG3L1	stromal antigen 3-like 1 (pseudogene)
8664	8.32e-01	7.62e-01	0.274	-0.302913	-0.0831492	11850.14	EIF3D	eukaryotic translation initiation factor 3 subunit D
101929828	8.32e-01	7.62e-01	0.883	-0.302501	-0.2670074	9.66	LOC101929828	uncharacterized LOC101929828
100287898	8.33e-01	7.63e-01	0.579	0.301853	0.1746758	17.37	TTC34	tetratricopeptide repeat domain 34
116068	8.33e-01	7.63e-01	0.24	-0.301758	-0.0724812	1841.76	LYSMD3	LysM domain containing 3
1327	8.33e-01	7.63e-01	0.332	0.301689	0.1002177	11038.56	COX4I1	cytochrome c oxidase subunit 4I1
10238	8.33e-01	7.63e-01	0.177	0.301055	0.0534334	8781.58	DCAF7	DDB1 and CUL4 associated factor 7
23443	8.33e-01	7.64e-01	0.241	-0.300645	-0.0723585	1486.93	SLC35A3	solute carrier family 35 member A3
644511	8.33e-01	7.64e-01	0.844	0.300648	0.2538531	9.55	RPL13AP6	ribosomal protein L13a pseudogene 6
4726	8.34e-01	7.64e-01	0.303	0.300353	0.0909	1663.97	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6
3816	8.34e-01	7.64e-01	0.485	0.299699	0.1454195	78.99	KLK1	kallikrein 1
51351	8.34e-01	7.65e-01	0.354	-0.299392	-0.1059682	1749.19	ZNF117	zinc finger protein 117
7079	8.34e-01	7.65e-01	0.842	0.299211	0.2520535	9.85	TIMP4	TIMP metallopeptidase inhibitor 4
2583	8.35e-01	7.65e-01	0.238	-0.298915	-0.0712107	302.96	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1
51805	8.35e-01	7.66e-01	0.397	0.298071	0.1182302	247.65	COQ3	coenzyme Q3, methyltransferase
255809	8.35e-01	7.66e-01	0.384	-0.298079	-0.1143397	170.72	C19orf38	chromosome 19 open reading frame 38
83858	8.35e-01	7.66e-01	0.421	0.297648	0.1252164	1044.02	ATAD3B	ATPase family AAA domain containing 3B
643596	8.35e-01	7.66e-01	0.689	-0.297623	-0.204997	18.04	RNF224	ring finger protein 224
2780	8.36e-01	7.66e-01	0.582	-0.297547	-0.173156	22.45	GNAT2	G protein subunit alpha transducin 2
2791	8.36e-01	7.66e-01	0.515	0.297258	0.1529653	105.93	GNG11	G protein subunit gamma 11
11128	8.36e-01	7.66e-01	0.293	-0.297135	-0.0871808	1250.88	POLR3A	RNA polymerase III subunit A
10780	8.36e-01	7.67e-01	0.244	-0.296678	-0.0724155	570.52	ZNF234	zinc finger protein 234
10421	8.36e-01	7.67e-01	0.179	-0.296377	-0.0531065	2980.61	CD2BP2	CD2 cytoplasmic tail binding protein 2
4701	8.36e-01	7.67e-01	0.328	0.296327	0.0973428	990.61	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
122809	8.37e-01	7.68e-01	0.352	-0.295298	-0.1038311	1926.69	SOCS4	suppressor of cytokine signaling 4
388906	8.37e-01	7.68e-01	0.752	-0.295239	-0.2220613	9.96	OGFRP1	opioid growth factor receptor pseudogene 1
311	8.37e-01	7.68e-01	0.246	-0.295121	-0.0726926	13111.55	ANXA11	annexin A11
2950	8.37e-01	7.68e-01	0.306	-0.295036	-0.0902629	6440.63	GSTP1	glutathione S-transferase pi 1
644794	8.37e-01	7.68e-01	0.416	0.294954	0.1227556	132.95	LINC02604	long intergenic non-protein coding RNA 2604
100874259	8.37e-01	7.68e-01	0.649	-0.294563	-0.1911938	42.47	SLC25A30-AS1	SLC25A30 antisense RNA 1
729162	8.37e-01	7.68e-01	0.625	0.294507	0.183962	17.95	FAM239B	zinc finger protein 839 pseudogene
23246	8.38e-01	7.68e-01	0.457	-0.294364	-0.1344364	2324.69	BOP1	BOP1 ribosomal biogenesis factor
7779	8.38e-01	7.69e-01	0.284	0.294208	0.0836892	4768.19	SLC30A1	solute carrier family 30 member 1
10633	8.38e-01	7.69e-01	0.456	0.294219	0.1340803	51.98	RASL10A	RAS like family 10 member A
1022	8.38e-01	7.69e-01	0.24	0.294146	0.0704771	860.04	CDK7	cyclin dependent kinase 7
10574	8.38e-01	7.69e-01	0.288	0.29408	0.0847092	10079.64	CCT7	chaperonin containing TCP1 subunit 7
10509	8.38e-01	7.69e-01	0.318	0.29402	0.0933826	1111.87	SEMA4B	semaphorin 4B
340252	8.38e-01	7.69e-01	0.217	0.293753	0.0637782	402.39	ZNF680	zinc finger protein 680
414196	8.38e-01	7.69e-01	0.544	-0.293774	-0.1598053	25.87	CELF2-AS1	CELF2 antisense RNA 1
4205	8.38e-01	7.69e-01	0.279	-0.293789	-0.0819382	5674.08	MEF2A	myocyte enhancer factor 2A
133522	8.38e-01	7.69e-01	0.695	0.293574	0.2040409	1050.67	PPARGC1B	PPARG coactivator 1 beta
7570	8.38e-01	7.69e-01	0.23	0.293477	0.0673729	1130.21	ZNF22	zinc finger protein 22
100533952	8.38e-01	7.69e-01	0.479	-0.293397	-0.1405966	59.73	RBAK-RBAKDN	RBAK-RBAKDN readthrough
9107	8.38e-01	7.69e-01	0.361	-0.293292	-0.10597	3235.54	MTMR6	myotubularin related protein 6
2762	8.38e-01	7.70e-01	0.432	-0.292892	-0.1266664	231.54	GMDS	GDP-mannose 4,6-dehydratase
100529261	8.38e-01	7.70e-01	0.255	0.292925	0.0745808	1145.76	CHURC1-FNTB	CHURC1-FNTB readthrough
101927278	8.38e-01	7.70e-01	0.671	-0.292394	-0.1962216	16.34	HPS1-AS1	HPS1 antisense RNA 1
10813	8.39e-01	7.70e-01	0.381	-0.292311	-0.1113426	1150.01	UTP14A	UTP14A small subunit processome component
102724548	8.39e-01	7.70e-01	0.832	0.292147	0.2431692	11.3	HHLA3-AS1	HHLA3 antisense RNA 1
54680	8.39e-01	7.70e-01	0.235	-0.292122	-0.0686255	1197.36	ZNHIT6	zinc finger HIT-type containing 6
100506472	8.39e-01	7.70e-01	0.405	-0.292227	-0.1183104	70.44	LOC100506472	uncharacterized LOC100506472
284297	8.39e-01	7.70e-01	0.381	-0.291953	-0.1111424	305.29	SSC5D	scavenger receptor cysteine rich family member with 5 domains
200958	8.39e-01	7.70e-01	0.611	-0.291835	-0.1783569	26.22	MUC20	mucin 20, cell surface associated
105371374	8.39e-01	7.70e-01	0.793	0.291836	0.2314378	8.89	ATP2C2-AS1	ATP2C2 antisense RNA 1
28977	8.39e-01	7.70e-01	0.26	-0.291742	-0.0758967	1915.11	MRPL42	mitochondrial ribosomal protein L42
283755	8.39e-01	7.71e-01	0.333	0.291719	0.0971054	1091.86	HERC2P3	HERC2 pseudogene 3
105373570	8.39e-01	7.71e-01	0.495	0.291422	0.1442261	33.86	LOC105373570	uncharacterized LOC105373570
